outlet_id,outlet_code,outlet_name,legal_name,channel,outlet_format,city,state,region_id,pincode,latitude,longitude,route_id,salesperson_id,onboarded_date,credit_limit_inr,credit_terms_days,gst_number,storage_type,chiller_available,avg_monthly_footfall,contact_name,contact_phone,contact_email,last_audit_date,risk_flag,status,closed_date,is_deleted,created_at,updated_at
257,OUT00257,Sri Mart,,MT,SUPERMARKET,Jaipur,Rajasthan,3,373135,32.070336,73.73262,58,60,2024-10-13,622000.0,0,03ABCDE9060F1Z8,AMBIENT,0,17060,Pooja Mehta,9678003161,pooja.mehta@example.com,2025-03-08,LOW,ACTIVE,,0,2024-10-13 00:00:00,
258,OUT00258,New Enterprises,,GT,GENERAL_STORE,Jaipur,Rajasthan,3,171336,16.651596,83.995805,41,82,2020-06-13,730000.0,0,14ABCDE1352F1Z1,AMBIENT_CHILLED,1,14999,Sanjay Bose,9650044294,,2026-06-07,LOW,CLOSED,2025-06-05,0,2020-06-13 00:00:00,
259,OUT00259,Anand Mart,,MT,SUPERMARKET,New Delhi,Delhi,3,323520,10.708601,84.339524,4,53,2022-05-05,550000.0,45,06ABCDE7171F1Z6,AMBIENT,1,14369,Pooja Verma,9126098156,pooja.verma@example.com,2025-07-25,LOW,ACTIVE,,0,2022-05-05 00:00:00,
260,OUT00260,Star Mart,,HORECA,CLOUD_KITCHEN,Hyderabad,Telangana,2,184956,20.430164,85.586371,33,38,2024-06-27,610000.0,21,05ABCDE1913F1Z5,AMBIENT,0,12054,Rohit Patel,9580525907,rohit.patel@example.com,2025-02-25,MEDIUM,ACTIVE,,0,2024-06-27 00:00:00,
261,OUT00261,Anand Supermarket,,GT,GENERAL_STORE,Ludhiana,Punjab,3,704383,17.506306,72.98747,69,36,2023-12-28,160000.0,0,07ABCDE4518F1Z0,AMBIENT_CHILLED,0,22100,Divya Chauhan,9205434274,divya.chauhan@example.com,2026-06-09,LOW,ACTIVE,,0,2023-12-28 00:00:00,
262,OUT00262,Anand Supermarket,,MT,MINI_MARKET,Kolkata,West Bengal,4,182943,11.606872,77.378585,128,69,2021-09-28,874000.0,14,30ABCDE3220F1Z4,AMBIENT,0,8291,Rahul Menon,9600029433,rahul.menon@example.com,2026-01-31,HIGH,ACTIVE,,0,2021-09-28 00:00:00,
263,OUT00263,Green Stores,,GT,KIRANA,Kochi,Kerala,2,388747,18.85119,74.65069,67,7,2019-01-31,295000.0,7,34ABCDE9863F1Z5,AMBIENT_CHILLED,1,17323,Sneha Verma,9734478112,,2025-11-05,LOW,ACTIVE,,0,2019-01-31 00:00:00,
264,OUT00264,Balaji Supermarket,,GT,GENERAL_STORE,Hyderabad,Telangana,2,129531,26.303302,75.512995,127,7,2024-04-17,655000.0,7,19ABCDE7385F1Z7,AMBIENT,1,9913,Manoj Menon,9307084309,,2025-08-12,LOW,ACTIVE,,0,2024-04-17 00:00:00,
265,OUT00265,Anand Stores,,GT,GENERAL_STORE,Indore,Madhya Pradesh,5,755697,14.278809,74.379787,134,80,2023-08-17,523000.0,14,30ABCDE4163F1Z7,AMBIENT,0,12561,Imran Mehta,9835245026,imran.mehta@example.com,2025-07-29,LOW,ACTIVE,,0,2023-08-17 00:00:00,
266,OUT00266,Anand Supermarket,,GT,CHEMIST,Delhi,Delhi,3,477940,24.174008,72.787686,52,57,2020-02-23,180000.0,0,28ABCDE2699F1Z3,AMBIENT_CHILLED,1,17142,Divya Verma,9760555075,,2026-05-01,HIGH,ACTIVE,,0,2020-02-23 00:00:00,
267,OUT00267,Balaji Supermarket,,GT,CHEMIST,Kochi,Kerala,2,240157,14.221072,76.027919,138,7,2018-12-21,455000.0,7,27ABCDE6050F1Z3,AMBIENT_CHILLED,0,5428,Karthik Khan,9177287346,karthik.khan@example.com,2025-11-26,MEDIUM,ACTIVE,,0,2018-12-21 00:00:00,
268,OUT00268,Royal Mart,,GT,GENERAL_STORE,Pune,Maharashtra,1,417736,29.878276,86.36021,72,58,2022-12-14,639000.0,30,32ABCDE9973F1Z7,AMBIENT_CHILLED,1,17428,Ritu Mehta,9234638267,ritu.mehta@example.com,2025-11-18,LOW,ACTIVE,,0,2022-12-14 00:00:00,
269,OUT00269,Royal Provision,,GT,GENERAL_STORE,Surat,Gujarat,1,206922,19.176184,69.55534,9,51,2024-02-20,39000.0,21,16ABCDE6781F1Z6,AMBIENT,0,25450,Farah Verma,9857924544,farah.verma@example.com,2026-01-06,LOW,CLOSED,2026-05-02,0,2024-02-20 00:00:00,
270,OUT00270,Metro Enterprises,,GT,GENERAL_STORE,Bengaluru,Karnataka,2,732561,31.326352,80.685282,43,61,2019-03-19,148000.0,7,23ABCDE6830F1Z6,AMBIENT,0,8899,Sneha Pillai,9987235796,sneha.pillai@example.com,2026-03-03,LOW,ACTIVE,,0,2019-03-19 00:00:00,
271,OUT00271,Star Bazaar,,GT,GENERAL_STORE,Nagpur,Maharashtra,5,627500,11.306108,90.706872,104,39,2020-07-02,413000.0,45,15ABCDE8732F1Z1,AMBIENT_CHILLED,0,7960,Rahul Khan,9109204679,rahul.khan@example.com,2025-08-16,LOW,ACTIVE,,0,2020-07-02 00:00:00,
272,OUT00272,Sri Stores,,ECOM_DARKSTORE,DARKSTORE,Mumbai,Maharashtra,1,112847,18.316284,76.087099,52,40,2024-11-07,463000.0,21,01ABCDE7695F1Z0,AMBIENT,0,7988,Naveen Sinha,9561207688,,2025-01-07,LOW,ACTIVE,,0,2024-11-07 00:00:00,
273,OUT00273,Metro Mart,,ECOM_DARKSTORE,DARKSTORE,New Delhi,Delhi,3,791321,18.85959,82.023355,111,43,2020-05-17,389000.0,45,09ABCDE9415F1Z6,AMBIENT,0,4496,Divya Nair,9169869343,divya.nair@example.com,2026-01-01,LOW,ACTIVE,,0,2020-05-17 00:00:00,
274,OUT00274,Royal Supermarket,,GT,KIRANA,Guwahati,Assam,4,255590,25.612336,68.951873,99,3,2023-04-20,666000.0,21,14ABCDE5872F1Z1,AMBIENT_CHILLED,0,2510,Farah Das,9323401602,farah.das@example.com,2026-04-30,LOW,DELETED,,1,2023-04-20 00:00:00,
275,OUT00275,Metro Enterprises,,ECOM_DARKSTORE,DARKSTORE,Pune,Maharashtra,1,173768,9.902776,85.144478,15,10,2022-05-27,96000.0,7,32ABCDE4796F1Z5,AMBIENT,1,6614,Rahul Chauhan,9752395618,rahul.chauhan@example.com,2026-02-22,MEDIUM,ACTIVE,,0,2022-05-27 00:00:00,
276,OUT00276,Green Supermarket,,GT,KIRANA,Pune,Maharashtra,1,322629,19.25753,77.11481,77,70,2022-03-09,489000.0,7,22ABCDE8257F1Z1,AMBIENT,0,8305,Farah Ghosh,9210646833,farah.ghosh@example.com,2025-03-05,HIGH,ACTIVE,,0,2022-03-09 00:00:00,
277,OUT00277,Star Bazaar,,GT,GENERAL_STORE,Gurugram,Haryana,3,418213,31.417638,85.85917,115,13,2021-05-10,460000.0,0,27ABCDE4051F1Z2,AMBIENT,1,24017,Kavya Mehta,9421426050,kavya.mehta@example.com,2025-11-08,LOW,ACTIVE,,0,2021-05-10 00:00:00,
278,OUT00278,Sri Provision,,MT,MINI_MARKET,Raipur,Chhattisgarh,5,305428,8.805378,72.962973,103,35,2022-02-08,470000.0,30,25ABCDE5134F1Z4,AMBIENT,0,8273,Kavya Chauhan,9486404272,,2026-03-08,LOW,ACTIVE,,0,2022-02-08 00:00:00,
279,OUT00279,Sri Stores,,ECOM_DARKSTORE,DARKSTORE,Chennai,Tamil Nadu,2,578461,27.549981,91.122766,68,17,2022-10-12,743000.0,0,18ABCDE2867F1Z5,AMBIENT,0,10471,Anil Joshi,9458092599,anil.joshi@example.com,2025-12-22,LOW,ACTIVE,,0,2022-10-12 00:00:00,
280,OUT00280,Metro Trading Co,,MT,SUPERMARKET,Indore,Madhya Pradesh,5,247478,24.538269,86.024683,24,44,2020-07-16,635000.0,45,17ABCDE2582F1Z1,AMBIENT,0,16090,Naveen Nair,9179658107,naveen.nair@example.com,2026-05-22,LOW,ACTIVE,,0,2020-07-16 00:00:00,
281,OUT00281,Royal Bazaar,,GT,CHEMIST,Kochi,Kerala,2,138653,17.998297,84.309329,100,80,2018-11-04,742000.0,0,21ABCDE1858F1Z3,AMBIENT_CHILLED,0,25616,Nisha Kulkarni,9187523364,nisha.kulkarni@example.com,2025-12-05,LOW,ACTIVE,,0,2018-11-04 00:00:00,
282,OUT00282,Nova Enterprises,,MT,SUPERMARKET,Guwahati,Assam,4,446335,10.994936,75.72086,97,92,2020-07-22,865000.0,0,23ABCDE1537F1Z2,AMBIENT,0,23012,Imran Verma,9826452060,imran.verma@example.com,2025-08-03,LOW,ACTIVE,,0,2020-07-22 00:00:00,
283,OUT00283,New Enterprises,,MT,MINI_MARKET,Hyderabad,Telangana,2,144605,22.19038,74.934661,128,14,2018-09-25,32000.0,21,08ABCDE1761F1Z2,AMBIENT,0,8459,Karthik Rao,9686590234,karthik.rao@example.com,2025-11-17,LOW,ACTIVE,,0,2018-09-25 00:00:00,
284,OUT00284,New Bazaar,,GT,CHEMIST,Ludhiana,Punjab,3,395083,22.586927,82.918516,138,19,2023-01-30,25000.0,21,22ABCDE5272F1Z3,AMBIENT,0,18726,Priya Patel,9863612361,,2026-04-17,LOW,ACTIVE,,0,2023-01-30 00:00:00,
285,OUT00285,Sri Trading Co,,ECOM_DARKSTORE,DARKSTORE,Surat,Gujarat,1,777548,16.515617,71.764369,119,68,2024-05-04,569000.0,30,10ABCDE3906F1Z6,AMBIENT,0,14770,Nisha Dutta,9417558804,,2025-09-21,LOW,ACTIVE,,0,2024-05-04 00:00:00,
286,OUT00286,Royal Enterprises,,ECOM_DARKSTORE,DARKSTORE,Gurugram,Haryana,3,488950,29.412485,77.743296,43,82,2022-01-09,305000.0,14,27ABCDE5774F1Z6,AMBIENT_CHILLED,1,10068,Ananya Kulkarni,9209173131,ananya.kulkarni@example.com,2025-07-26,LOW,CLOSED,2026-05-29,0,2022-01-09 00:00:00,
287,OUT00287,Sri Mart,,GT,KIRANA,Indore,Madhya Pradesh,5,702875,29.500622,77.88141,31,18,2020-06-08,832000.0,45,23ABCDE7904F1Z4,AMBIENT_CHILLED,0,13931,Ananya Sinha,9503268977,,2026-06-07,LOW,ACTIVE,,0,2020-06-08 00:00:00,
288,OUT00288,Shree Stores,,MT,SUPERMARKET,Patna,Bihar,4,546343,31.644966,87.480027,120,4,2022-10-09,460000.0,30,08ABCDE9501F1Z8,AMBIENT,0,15957,Sneha Sinha,9590546088,,2025-12-27,LOW,ACTIVE,,0,2022-10-09 00:00:00,
289,OUT00289,Shree Mart,,MT,SUPERMARKET,Indore,Madhya Pradesh,5,435171,25.798848,84.109171,135,54,2019-04-06,62000.0,30,08ABCDE1336F1Z0,AMBIENT_CHILLED,1,23900,Imran Chauhan,9910908660,,2025-09-05,LOW,ACTIVE,,0,2019-04-06 00:00:00,
290,OUT00290,Green Mart,,GT,CHEMIST,Gurugram,Haryana,3,335283,22.398051,72.979343,79,14,2020-04-01,693000.0,30,16ABCDE2893F1Z8,AMBIENT_CHILLED,0,865,Anil Kulkarni,9326923265,,2025-06-13,MEDIUM,CLOSED,2025-06-02,0,2020-04-01 00:00:00,
291,OUT00291,Balaji Stores,,MT,MINI_MARKET,Indore,Madhya Pradesh,5,652021,16.870181,79.694431,95,37,2019-08-30,195000.0,21,21ABCDE8016F1Z4,AMBIENT_CHILLED,0,11074,Arjun Menon,9150241962,arjun.menon@example.com,2025-06-10,HIGH,ACTIVE,,0,2019-08-30 00:00:00,
292,OUT00292,Metro Stores,,GT,KIRANA,Guwahati,Assam,4,350822,30.681395,92.490473,50,86,2024-02-29,349000.0,14,36ABCDE7372F1Z5,AMBIENT,0,6801,Sneha Reddy,9181640186,sneha.reddy@example.com,2025-11-07,LOW,CLOSED,2026-01-24,0,2024-02-29 00:00:00,
293,OUT00293,Green Provision,,ECOM_DARKSTORE,DARKSTORE,Kolkata,West Bengal,4,478868,9.798869,71.18963,31,58,2021-09-02,56000.0,0,16ABCDE4017F1Z5,AMBIENT,0,18832,Meera Verma,9582283874,meera.verma@example.com,2025-04-22,LOW,ACTIVE,,0,2021-09-02 00:00:00,
294,OUT00294,Green Stores,,GT,GENERAL_STORE,Kochi,Kerala,2,421816,12.303591,83.920683,51,71,2018-10-13,217000.0,21,29ABCDE2480F1Z5,AMBIENT_CHILLED,0,6742,Tara Menon,9545536515,tara.menon@example.com,2025-07-07,LOW,ACTIVE,,0,2018-10-13 00:00:00,
295,OUT00295,Shree Trading Co,,GT,CHEMIST,Raipur,Chhattisgarh,5,690363,16.649435,79.894173,16,33,2023-07-08,403000.0,7,10ABCDE8421F1Z5,AMBIENT_CHILLED,0,1584,Sneha Khan,9330424893,sneha.khan@example.com,2025-06-15,HIGH,ACTIVE,,0,2023-07-08 00:00:00,
296,OUT00296,Metro Provision,,GT,KIRANA,Indore,Madhya Pradesh,5,123208,11.635282,77.77808,118,42,2021-07-09,527000.0,14,29ABCDE7173F1Z3,AMBIENT,1,1116,Priya Pillai,9821694446,priya.pillai@example.com,2026-03-27,LOW,ACTIVE,,0,2021-07-09 00:00:00,
297,OUT00297,Royal Mart,,ECOM_DARKSTORE,DARKSTORE,Jaipur,Rajasthan,3,537261,26.833293,77.630898,12,6,2022-11-15,751000.0,45,15ABCDE6310F1Z7,AMBIENT,0,22139,Nisha Rao,9697609652,nisha.rao@example.com,2025-07-05,LOW,ACTIVE,,0,2022-11-15 00:00:00,
298,OUT00298,Green Mart,,MT,SUPERMARKET,Raipur,Chhattisgarh,5,758751,27.560601,85.8935,107,41,2022-05-14,45000.0,7,31ABCDE7501F1Z1,AMBIENT,0,21854,Rohit Nair,9727377950,rohit.nair@example.com,2025-03-13,HIGH,ACTIVE,,0,2022-05-14 00:00:00,
299,OUT00299,Anand Supermarket,,GT,CHEMIST,Delhi,Delhi,3,664512,30.112534,82.980272,82,68,2021-06-22,271000.0,14,24ABCDE5673F1Z3,AMBIENT,1,5934,Vikram Bose,9953605107,,2026-02-26,LOW,ACTIVE,,0,2021-06-22 00:00:00,
300,OUT00300,Anand Trading Co,,GT,CHEMIST,Ludhiana,Punjab,3,205376,31.71615,82.638955,14,30,2018-10-26,424000.0,30,02ABCDE6006F1Z4,AMBIENT_CHILLED,0,8428,Karthik Joshi,9231110807,karthik.joshi@example.com,2025-08-10,HIGH,ACTIVE,,0,2018-10-26 00:00:00,
301,OUT00301,New Mart,,HORECA,CAFE,Gurugram,Haryana,3,556826,28.686707,80.70891,35,87,2022-07-18,817000.0,14,05ABCDE4598F1Z8,AMBIENT_CHILLED,1,18909,Karthik Reddy,9803896058,karthik.reddy@example.com,2025-08-29,HIGH,ACTIVE,,0,2022-07-18 00:00:00,
302,OUT00302,Sri Supermarket,,MT,HYPERMARKET,Chennai,Tamil Nadu,2,136494,15.297075,80.007446,24,82,2024-07-01,249000.0,45,30ABCDE3193F1Z7,AMBIENT,0,22922,Karthik Nair,9190137328,karthik.nair@example.com,2025-04-09,MEDIUM,ACTIVE,,0,2024-07-01 00:00:00,
303,OUT00303,Balaji Supermarket,,GT,KIRANA,Guwahati,Assam,4,420508,15.540972,70.299954,89,9,2020-11-25,662000.0,7,02ABCDE2378F1Z0,AMBIENT,0,3672,Ritu Verma,9973599826,ritu.verma@example.com,2025-04-28,LOW,ACTIVE,,0,2020-11-25 00:00:00,
304,OUT00304,New Stores,,GT,CHEMIST,Chennai,Tamil Nadu,2,152623,30.048781,76.373515,104,61,2020-08-27,868000.0,21,09ABCDE1607F1Z0,AMBIENT_CHILLED,0,13182,Ritu Bose,9647933480,,2025-01-20,LOW,ACTIVE,,0,2020-08-27 00:00:00,
305,OUT00305,New Stores,,HORECA,CLOUD_KITCHEN,Indore,Madhya Pradesh,5,328403,10.565988,76.362066,83,2,2018-11-18,662000.0,21,32ABCDE9380F1Z4,AMBIENT_CHILLED,0,7181,Suresh Pillai,9733474926,suresh.pillai@example.com,2025-06-17,MEDIUM,ACTIVE,,0,2018-11-18 00:00:00,
306,OUT00306,Sri Provision,,GT,GENERAL_STORE,Jaipur,Rajasthan,3,190631,27.827474,90.644806,28,40,2018-09-21,707000.0,21,30ABCDE4518F1Z3,AMBIENT,0,22062,Kavya Das,9639080063,,2025-05-13,LOW,CLOSED,2025-10-17,0,2018-09-21 00:00:00,
307,OUT00307,Green Stores,,ECOM_DARKSTORE,DARKSTORE,Delhi,Delhi,3,339288,28.958086,82.127203,49,78,2023-04-03,767000.0,21,27ABCDE4824F1Z7,AMBIENT,0,24729,Divya Pillai,9637400551,divya.pillai@example.com,2025-11-16,LOW,ACTIVE,,0,2023-04-03 00:00:00,
308,OUT00308,Anand Trading Co,,ECOM_DARKSTORE,DARKSTORE,Mumbai,Maharashtra,1,446425,12.16135,79.629962,49,31,2020-05-05,816000.0,14,35ABCDE5730F1Z3,AMBIENT,0,25534,Ritu Patel,9366683063,ritu.patel@example.com,2025-08-29,LOW,ACTIVE,,0,2020-05-05 00:00:00,
309,OUT00309,Anand Enterprises,,GT,KIRANA,Kolkata,West Bengal,4,329025,23.762202,69.278956,43,44,2024-04-20,494000.0,0,12ABCDE4538F1Z1,AMBIENT,1,25578,Rohit Rao,9131800506,rohit.rao@example.com,2025-10-03,LOW,ACTIVE,,0,2024-04-20 00:00:00,
310,OUT00310,Balaji Trading Co,,GT,GENERAL_STORE,Mumbai,Maharashtra,1,437073,15.468165,77.540802,36,9,2021-02-08,106000.0,21,32ABCDE8415F1Z8,AMBIENT_CHILLED,1,23423,Kavya Rao,9386631695,,2026-03-18,MEDIUM,ACTIVE,,0,2021-02-08 00:00:00,
311,OUT00311,Balaji Provision,,GT,CHEMIST,Pune,Maharashtra,1,489202,19.802806,80.616605,93,89,2020-06-13,783000.0,0,28ABCDE3291F1Z0,AMBIENT,0,25506,Sneha Khan,9632019141,sneha.khan@example.com,2026-06-24,MEDIUM,ACTIVE,,0,2020-06-13 00:00:00,
312,OUT00312,Green Supermarket,,ECOM_DARKSTORE,DARKSTORE,Nagpur,Maharashtra,5,161954,17.287107,86.494867,25,31,2018-07-07,328000.0,14,23ABCDE9776F1Z2,AMBIENT,0,10780,Pooja Das,9660702974,,2025-06-14,LOW,ACTIVE,,0,2018-07-07 00:00:00,
313,OUT00313,Nova Trading Co,,GT,GENERAL_STORE,Mumbai,Maharashtra,1,315643,12.367126,71.217427,63,7,2019-11-24,886000.0,0,29ABCDE4276F1Z4,AMBIENT,0,11244,Nisha Pillai,9161562531,nisha.pillai@example.com,2025-03-22,LOW,DELETED,,1,2019-11-24 00:00:00,
314,OUT00314,Shree Mart,,MT,MINI_MARKET,Patna,Bihar,4,304225,20.883074,88.305094,64,41,2019-10-10,381000.0,7,09ABCDE6684F1Z7,AMBIENT_CHILLED,1,2022,Karthik Kulkarni,9465119323,karthik.kulkarni@example.com,2025-04-15,LOW,ACTIVE,,0,2019-10-10 00:00:00,
315,OUT00315,Star Provision,,GT,GENERAL_STORE,Raipur,Chhattisgarh,5,618906,17.804786,70.847339,67,20,2024-03-05,83000.0,14,25ABCDE6815F1Z3,AMBIENT,0,3621,Rohit Sharma,9484724613,rohit.sharma@example.com,2025-05-20,MEDIUM,ACTIVE,,0,2024-03-05 00:00:00,
316,OUT00316,Shree Stores,,MT,MINI_MARKET,Pune,Maharashtra,1,395678,29.094289,87.287711,66,21,2021-11-03,622000.0,14,18ABCDE8268F1Z6,AMBIENT,0,24920,Imran Pillai,9575088533,imran.pillai@example.com,2026-04-28,HIGH,ACTIVE,,0,2021-11-03 00:00:00,
317,OUT00317,New Stores,,ECOM_DARKSTORE,DARKSTORE,Delhi,Delhi,3,556559,14.41054,85.566079,22,50,2022-03-31,420000.0,7,09ABCDE2875F1Z3,AMBIENT,0,5387,Nisha Reddy,9376266159,nisha.reddy@example.com,2026-01-27,LOW,ACTIVE,,0,2022-03-31 00:00:00,
318,OUT00318,Star Enterprises,,GT,CHEMIST,Pune,Maharashtra,1,762757,18.380801,81.63183,137,86,2020-01-28,858000.0,0,18ABCDE7073F1Z0,AMBIENT,0,23889,Manoj Ghosh,9109775721,manoj.ghosh@example.com,2025-05-21,LOW,ACTIVE,,0,2020-01-28 00:00:00,
319,OUT00319,New Bazaar,,GT,KIRANA,Mumbai,Maharashtra,1,238461,17.325568,75.237497,122,46,2022-04-01,310000.0,30,04ABCDE3117F1Z5,AMBIENT,0,14149,Priya Mehta,9269985195,priya.mehta@example.com,2026-06-28,MEDIUM,CLOSED,2026-02-24,0,2022-04-01 00:00:00,
320,OUT00320,Sri Enterprises,,GT,CHEMIST,Kochi,Kerala,2,139227,14.833603,76.613732,2,68,2024-01-06,445000.0,30,12ABCDE3352F1Z7,AMBIENT,0,2289,Farah Sinha,9840155971,farah.sinha@example.com,2025-04-02,HIGH,ACTIVE,,0,2024-01-06 00:00:00,
321,OUT00321,Green Trading Co,,MT,MINI_MARKET,Nagpur,Maharashtra,5,710910,15.987031,76.594961,60,37,2019-04-19,867000.0,30,31ABCDE2990F1Z0,AMBIENT,0,10467,Ananya Das,9870602458,ananya.das@example.com,2026-01-14,LOW,ACTIVE,,0,2019-04-19 00:00:00,
322,OUT00322,Nova Provision,,MT,HYPERMARKET,Ludhiana,Punjab,3,398593,9.890797,91.958828,83,34,2023-01-03,804000.0,7,06ABCDE8828F1Z7,AMBIENT,0,11194,Anil Dutta,9385929643,,2025-12-10,LOW,ACTIVE,,0,2023-01-03 00:00:00,
323,OUT00323,Anand Provision,,ECOM_DARKSTORE,DARKSTORE,Guwahati,Assam,4,547362,23.499973,77.587445,125,22,2018-12-15,586000.0,0,08ABCDE8868F1Z7,AMBIENT_CHILLED,0,14978,Vikram Verma,9219295228,vikram.verma@example.com,2026-06-17,LOW,ACTIVE,,0,2018-12-15 00:00:00,
324,OUT00324,Royal Trading Co,,MT,MINI_MARKET,Gurugram,Haryana,3,667871,8.946646,83.252005,64,92,2024-09-19,179000.0,21,37ABCDE9976F1Z0,AMBIENT,0,6562,Suresh Kulkarni,9689788482,,2025-07-19,LOW,ACTIVE,,0,2024-09-19 00:00:00,
325,OUT00325,Shree Mart,,GT,GENERAL_STORE,Kochi,Kerala,2,494315,28.573443,85.50869,65,64,2022-04-11,535000.0,7,18ABCDE4903F1Z4,AMBIENT_CHILLED,1,14956,Meera Sharma,9487090780,meera.sharma@example.com,2026-02-16,LOW,ACTIVE,,0,2022-04-11 00:00:00,
326,OUT00326,Sri Enterprises,,MT,MINI_MARKET,Kochi,Kerala,2,491926,10.493571,81.021893,26,57,2020-12-04,714000.0,21,02ABCDE9354F1Z7,AMBIENT_CHILLED,1,18190,Manoj Menon,9394880330,manoj.menon@example.com,2025-11-20,LOW,DELETED,,1,2020-12-04 00:00:00,
327,OUT00327,Sri Trading Co,,HORECA,QSR,Patna,Bihar,4,652399,23.933632,90.723363,69,17,2019-10-14,136000.0,21,23ABCDE1523F1Z5,AMBIENT,1,11345,Leela Das,9943638497,leela.das@example.com,2025-04-26,MEDIUM,CLOSED,2025-05-23,0,2019-10-14 00:00:00,
328,OUT00328,Star Bazaar,,MT,MINI_MARKET,Bangalore,Karnataka,2,492990,32.484967,87.59975,51,23,2018-07-31,106000.0,21,04ABCDE4135F1Z0,AMBIENT_CHILLED,0,11793,Rohit Kulkarni,9350787468,rohit.kulkarni@example.com,2026-06-11,LOW,ACTIVE,,0,2018-07-31 00:00:00,
329,OUT00329,Sri Stores,,GT,GENERAL_STORE,Jaipur,Rajasthan,3,730246,24.859965,87.903232,35,19,2022-04-13,641000.0,14,37ABCDE5901F1Z8,AMBIENT,1,20989,Manoj Mehta,9785696646,manoj.mehta@example.com,2026-02-05,LOW,ACTIVE,,0,2022-04-13 00:00:00,
330,OUT00330,Green Supermarket,,GT,GENERAL_STORE,Patna,Bihar,4,344320,10.84872,72.019681,80,34,2024-06-02,758000.0,45,13ABCDE4425F1Z1,AMBIENT_CHILLED,0,3918,Naveen Menon,9236639661,,2025-04-26,LOW,ACTIVE,,0,2024-06-02 00:00:00,
331,OUT00331,New Supermarket,,MT,HYPERMARKET,Surat,Gujarat,1,238259,11.289773,87.871706,57,26,2020-02-22,363000.0,7,25ABCDE3448F1Z5,AMBIENT,0,22897,Kavya Verma,9387036854,kavya.verma@example.com,2026-05-31,MEDIUM,ACTIVE,,0,2020-02-22 00:00:00,
332,OUT00332,Nova Provision,,GT,CHEMIST,Surat,Gujarat,1,150763,9.265803,74.192651,36,73,2021-08-27,703000.0,14,19ABCDE8450F1Z8,AMBIENT,0,2197,Nisha Sharma,9603615692,nisha.sharma@example.com,2025-12-25,LOW,ACTIVE,,0,2021-08-27 00:00:00,
333,OUT00333,Shree Provision,,HORECA,QSR,Mumbai,Maharashtra,1,678787,19.692713,80.697706,134,1,2023-08-17,458000.0,7,04ABCDE9483F1Z1,AMBIENT,0,17982,Nisha Menon,9390499469,nisha.menon@example.com,2026-02-01,MEDIUM,ACTIVE,,0,2023-08-17 00:00:00,
334,OUT00334,Metro Mart,,GT,CHEMIST,Guwahati,Assam,4,168791,20.711727,69.06272,26,54,2019-06-01,342000.0,14,37ABCDE6526F1Z1,AMBIENT,0,21049,Ritu Verma,9728203640,ritu.verma@example.com,2026-05-31,MEDIUM,ACTIVE,,0,2019-06-01 00:00:00,
335,OUT00335,Shree Mart,,GT,GENERAL_STORE,Hyderabad,Telangana,2,521339,22.429659,80.592502,61,86,2019-10-11,586000.0,0,36ABCDE9526F1Z5,AMBIENT,1,7194,Sanjay Menon,9343564876,sanjay.menon@example.com,2026-05-17,LOW,ACTIVE,,0,2019-10-11 00:00:00,
336,OUT00336,Shree Stores,,GT,GENERAL_STORE,Mumbai,Maharashtra,1,406328,25.72235,89.549457,33,84,2024-01-28,482000.0,14,02ABCDE2611F1Z2,AMBIENT,1,9478,Ritu Sharma,9718374563,ritu.sharma@example.com,2025-06-26,LOW,ACTIVE,,0,2024-01-28 00:00:00,
337,OUT00337,Metro Bazaar,,GT,CHEMIST,Jaipur,Rajasthan,3,181114,18.675802,84.262979,92,51,2021-09-03,372000.0,30,33ABCDE8370F1Z1,AMBIENT,0,13552,Vikram Pillai,9419054678,vikram.pillai@example.com,2025-12-09,LOW,ACTIVE,,0,2021-09-03 00:00:00,
338,OUT00338,Green Enterprises,,GT,KIRANA,New Delhi,Delhi,3,324717,29.827174,77.401678,41,33,2020-10-31,601000.0,7,31ABCDE2657F1Z7,AMBIENT_CHILLED,0,10977,Sneha Mehta,9435610776,sneha.mehta@example.com,2025-02-24,LOW,ACTIVE,,0,2020-10-31 00:00:00,
339,OUT00339,Royal Supermarket,,ECOM_DARKSTORE,DARKSTORE,Patna,Bihar,4,305196,13.352862,80.670991,117,50,2021-10-28,623000.0,45,07ABCDE6286F1Z1,AMBIENT,0,7516,Naveen Chauhan,9894075912,naveen.chauhan@example.com,2025-03-18,MEDIUM,ACTIVE,,0,2021-10-28 00:00:00,
340,OUT00340,Royal Stores,,GT,GENERAL_STORE,Kolkata,West Bengal,4,227889,29.823388,72.584749,125,92,2019-03-17,601000.0,45,33ABCDE1908F1Z3,AMBIENT,1,18751,Vikram Khan,9544507991,vikram.khan@example.com,2025-09-06,MEDIUM,CLOSED,2025-12-23,0,2019-03-17 00:00:00,
341,OUT00341,New Bazaar,,HORECA,CAFE,Ludhiana,Punjab,3,135992,27.110595,83.316407,54,80,2022-01-14,16000.0,0,19ABCDE8312F1Z0,AMBIENT,0,1247,Pooja Reddy,9566921634,,2026-05-22,LOW,ACTIVE,,0,2022-01-14 00:00:00,
342,OUT00342,Shree Provision,,GT,KIRANA,Indore,Madhya Pradesh,5,383763,11.76163,71.950753,134,44,2018-10-06,183000.0,30,27ABCDE9962F1Z4,AMBIENT,0,25560,Ananya Sinha,9104067267,ananya.sinha@example.com,2025-07-25,MEDIUM,ACTIVE,,0,2018-10-06 00:00:00,
